,region,price_sold_sek,number_of_rooms,area_size,floor_number,has_elevator,year_built,annual_fee_sek,annual_cost_sek,broker,brokerage_firm,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri
66,helenelund,2550000,3.0,76,3 av 3,True,1944.0,5786,5400,torbjörn johansson,husmanhagberg sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
67,södermalm,8300000,3.0,83,3,True,1974.0,2122,6600,makis batsoulis,södermäklarna,False,False,False,False,False,False,True,False,False,False,False,False,3.0,False,False,False,False,False
68,vasastan,4525000,2.0,46,5 av 8,True,1929.0,1277,0,nadine ekstrand,husmanhagberg vasastan,False,False,False,False,False,False,False,True,False,False,False,False,5.0,False,False,False,False,False
69,södermalm,13800000,4.0,139,6 av 6,True,2014.0,7529,25059,andreas nylén,tradition mäkleri,False,False,False,False,False,False,True,False,False,False,False,False,6.0,False,False,False,False,True
70,torsvik,3280000,2.0,537,2 av 6,True,1945.0,2687,0,sebastian granath,husmanhagberg lidingö,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
71,centrala sundbyberg,4550000,3.0,73,3 av 4,True,1929.0,4104,6840,victor lasses,fastighetsbyrån sundbyberg,False,True,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False
72,högalid,7700000,3.0,88,1,True,1928.0,5495,14734,pontus sjödin,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,True,False,False,False
73,vendelsö,2320000,2.0,615,unknown,False,1966.0,4266,4200,karolina christiernsson,bjurfors haninge,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
74,västra orminge,2595000,3.0,91,1 av 2,True,1970.0,6327,3000,alexander björklund,widerlöv nacka/värmdö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
75,nykvarn,2750000,3.0,67,unknown,False,2018.0,6301,7734,johanna enström,fastighetsbyrån nykvarn,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
76,reimersholme,3900000,2.0,405,2 av 7,True,1942.0,2959,5880,helen larsson,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,True,False,2.0,True,False,False,False,False
77,gröndal,3900000,3.0,54,unknown,False,1959.0,2444,0,nicklas talvitie,notar,False,False,True,False,False,False,False,False,False,False,True,False,,False,False,False,True,False
79,vaxholm,4795000,3.0,74,1 av 3,True,2023.0,4958,0,lisa beckman,erik olsson nyproduktion,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
80,kungsholmen,17750000,5.0,1523,5 av 5,True,1906.0,6425,41316,patrik lundberg,widerlöv kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False
81,grind,1270000,2.0,68,2 av 2,True,1967.0,4883,1692,fredrik jöngren,länsförsäkringar fastighetsförmedling norrtälje,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
82,minneberg,5475000,3.0,795,6 av 7,True,1986.0,5082,0,jimmie rönnbäck,mohv bromma,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
84,liljeholmen,3575000,2.0,59,unknown,False,1960.0,2211,0,nicklas talvitie,notar,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
85,årsta,7100000,6.0,116,2 av 3,True,1951.0,6156,7500,leo wessman,husmanhagberg enskede,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False
86,huddinge,1795000,2.0,46,3,True,2016.0,2875,3600,rasmus dahlberg karlsson,skandiamäklarna huddinge,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False
88,vällingby centrum,2110000,3.0,80,1 av 3,True,1952.0,5470,1800,stefan berglund,svensk fastighetsförmedling vällingby/hässelby/spånga,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
89,orminge,2160000,3.0,81,4 av 4,True,1971.0,4543,6000,magnus willes,skandiamäklarna nacka,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
90,kallhäll,1895000,2.0,61,4 av 4,True,1959.0,4438,0,sandra nothin,svensk fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
91,norrboda,1750000,4.0,81,1 av 4,True,2003.0,6160,3000,aidin moshiri,svensk fastighetsförmedling kungsängen,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
93,västra skogen,4000000,3.0,785,5 av 10,True,2005.0,5291,0,julian andersson,skandiamäklarna solna,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
94,kungsholmen,3125000,2.0,35,4,True,1939.0,2805,6240,victor wadström,unika hem fastighetsmäkleri,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False
95,torsvik,4150000,2.0,638,2 av 3,True,1946.0,2817,0,charlotte  miöen,mattsson & miöen mäkleri  lidingö,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
96,bodal,2450000,2.0,36,9 av 12,True,1960.0,1592,2508,tina stening,svensk fastighetsförmedling lidingö,False,False,False,False,False,False,False,False,False,False,False,True,9.0,False,False,False,False,False
97,älvsjö,2810000,2.0,557,3 av 3,True,1998.0,3701,5640,oscar bergman,skandiamäklarna älvsjö/årsta,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,False,False,False,False
98,centrala huddinge,2000000,3.0,72,1 av 3,True,1949.0,5225,8400,rasmus dahlberg karlsson,skandiamäklarna huddinge,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
99,södermalm,5580000,2.0,69,2,True,1993.0,3464,0,göran bruce,skandiamäklarna stockholm södermalm,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,False
100,hammarby sjöstad,5200000,3.0,68,3 av 5,True,2014.0,3690,18480,raymond lindeborg,svensk fastighetsförmedling hammarby sjöstad,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
101,jakobsberg,1500000,2.0,53,1 av 4,True,2004.0,3694,0,seydo aydogan,skandiamäklarna järfälla,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
102,centrala sundbyberg,3415000,3.0,60,1 av 4,True,1945.0,4018,8400,victor aghester,skandiamäklarna sundbyberg,False,True,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
103,viksjö,2025000,3.0,88,2,True,1968.0,5700,0,sandra nothin,svensk fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
105,sickla,3700000,3.0,79,unknown,False,1960.0,4461,6000,dennis west,svensk fastighetsförmedling nacka,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
106,centrala sundbyberg,5575000,4.0,89,1,True,2011.0,5931,6600,erkan inan,svensk fastighetsförmedling sundbyberg,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
107,rudviken/solna c,3320000,2.0,43,3 av 6,True,1985.0,2233,0,robert sundström,skandiamäklarna solna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
108,barkarbystaden,1950000,1.0,41,3 av 5,True,2017.0,2555,7800,karolina asplind,mäklarringen järfälla,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
109,solna centrum,6080000,4.0,134,unknown,False,1952.0,4772,0,nina shisha,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,True,False,False
110,järvastaden,5375000,4.0,102,2,True,2017.0,5773,0,mike chammas,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,True,False,False
111,skarpnäck,2260000,2.0,615,1 av 4,True,1985.0,4475,4428,allan mohmand,husmanhagberg enskede,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
112,vasastan/norrmalm,14350000,4.0,126,5 av 5,True,1861.0,4179,10500,niklas wellmér,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False
113,telefonplan,4200000,3.0,68,7 av 7,True,2020.0,5327,0,jonas lindström,notar,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,True,False
114,östermalm,23700000,4.0,139,3,True,1882.0,3063,8900,gustav enhörning,sjöman\frisk,False,False,False,False,False,False,False,False,False,True,False,False,3.0,False,False,False,False,False
115,finntorp,1905000,1.0,215,5 av 7,True,1952.0,1535,5880,mattias lundin,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False
117,råsunda,2350000,1.0,30,unknown,False,1939.0,2214,5880,irma arvidsson,erik olsson fastighetsförmedling,False,False,False,False,False,True,False,False,False,False,True,False,,True,False,False,False,False
118,traneberg,2830000,2.0,36,2 av 3,True,1938.0,3094,5400,emma andersson hejll,mäklarhuset bromma,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
119,sickla,1980000,1.0,215,2 av 2,False,1984.0,1076,4800,karan trehan,sthlmfast,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
120,järvastaden,3500000,3.0,60,1,True,2010.0,2825,0,mike chammas,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False
121,gärdet,5275000,2.0,52,0,True,1939.0,3658,4200,sandra hansson,notar,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,True,False
122,minneberg,4725000,3.0,77,1 av 3,True,1986.0,4780,9360,helen larsson,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False
123,aspudden,2420000,1.0,30,2 av 3,False,1938.0,2295,8100,carina brandell,hägerstens mäklare,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False
124,södermalm,3450000,2.0,35,4,True,2021.0,2633,3840,sanna treijs,notar,False,False,False,False,False,False,True,False,False,False,True,False,4.0,False,False,False,True,False
125,telefonplan,5200000,3.0,735,2,True,2010.0,3960,0,jonas lindström,notar,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False
126,brotorp,4125000,4.0,85,1 av 4,True,2017.0,5764,11400,patrick haataja,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False
127,kungsängen,1710000,2.0,665,3,True,1984.0,4559,3000,pontus brodin,mäklarhuset kungsängen,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
128,svedmyra,3200000,2.0,61,1 av 4,True,2018.0,3990,7800,jeanette giörtz,bjurfors enskede,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
129,kungsholmen,5350000,2.0,48,5 av 5,True,1882.0,2271,0,adrian pekul,mäklarhuset stockholm innerstan,False,False,False,False,True,False,False,False,False,False,False,True,5.0,False,False,False,False,False
130,södermalm,5300000,2.0,63,1,True,1964.0,2259,4200,moa michael,notar,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,True,False
132,södermalm,5275000,3.0,68,3 av 8,True,1990.0,3223,6684,felicia jingmyr steiner,husmanhagberg södermalm/gamla stan,False,False,False,False,False,False,True,False,False,False,False,False,3.0,False,False,False,False,False
133,östermalm,5425000,2.0,41,1 av 7,True,1939.0,2900,4700,veronica andersson,behrer & partners,False,False,False,False,False,False,False,False,False,True,False,False,1.0,False,False,False,False,False
134,täby park,3930000,3.0,75,3 av 3,True,2020.0,4378,8232,marcus hermanson,länsförsäkringar fastighetsförmedling täby,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
135,lilla essingen,3050000,2.0,45,2 av 5,True,1939.0,3309,4780,frida selling,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False
136,liljeholmskajen,5060000,2.0,70,3,True,2006.0,3910,6600,gabriella gomez,bjurfors liljeholmen hägersten,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
137,gustavsberg,2995000,3.0,90,2,True,2003.0,6651,4800,per lindblad,fastighetsmäklarna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
138,vasastan/norrmalm,3200000,1.0,29,1 av 5,True,1928.0,1549,3132,niklas wellmér,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,False,False,False,False
139,gröndal,3950000,2.0,61,6,True,1959.0,0,0,johanna dahlerus,notar,False,False,True,False,False,False,False,False,False,False,False,False,6.0,False,False,False,True,False
140,bromma / mariehäll,4350000,4.0,110,3 av 3,True,1939.0,6268,12425,inez domé,svenska mäklarhuset bromma,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
141,hammarby sjöstad,4950000,2.0,59,unknown,False,2016.0,3260,5400,sara wennertorp,bosthlm nacka,False,False,False,True,False,False,False,False,False,False,False,True,,False,False,False,False,False
144,lilla essingen,6250000,4.0,795,4 av 6,True,2004.0,4635,8500,leif östlund,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,False,False,False,False
145,vasastan atlas,5600000,2.0,60,0,True,1928.0,3215,0,andreas helgoson,husmanhagberg vasastan,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False
146,hornstull,3160000,1.0,30,1 av 6,True,1931.0,1304,5880,didrik peterson,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,True,False,1.0,True,False,False,False,False
147,örby,4400000,4.0,102,unknown,False,1959.0,5284,3600,ola åkerberg,bosthlm,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
149,hagalund,2600000,3.0,67,7 av 13,True,1973.0,4087,3600,okan korhan,sthlmfast,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
150,södermalm högalid,9550000,3.0,88,4 av 5,True,1914.0,5012,9744,ellen ingman,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
151,kungsholmen nedre,4400000,2.0,64,unknown,False,1898.0,3971,0,javier basile leon,husmanhagberg kungsholmen,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
152,solna,1750000,1.0,24,unknown,False,1973.0,1798,3000,okan korhan,sthlmfast,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
153,akalla,1690000,3.0,73,2,True,1976.0,5356,6720,nihat taheri,länsförsäkringar fastighetsförmedling stockholm - kista/tensta,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
154,huvudsta,2920000,2.0,415,3 av 5,True,2014.0,2685,2772,sofia andersson,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
155,centrala sundbyberg,4650000,2.0,62,9 av 12,True,2017.0,3775,6188,victor lasses,fastighetsbyrån sundbyberg,False,True,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False
156,hagalund,3595000,4.0,89,4,True,1973.0,5429,4500,patrik barej,notar,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False
157,arenastaden,2825000,2.0,43,unknown,False,2014.0,2190,0,kamjar shahi,notar,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False
158,vasastan,3800000,2.0,33,2,True,1925.0,2226,0,rebecca thyrhaug,fastighetsbyrån stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,True,2.0,False,False,False,False,False
159,hammarby sjöstad,4250000,2.0,58,3 av 9,True,2016.0,3460,7684,oscar parment,fastighetsbyrån stockholm - hammarby sjöstad,False,False,False,True,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
160,brandbergen,1495000,3.0,80,3 av 3,True,1967.0,5539,3600,magnus lundqvist,länsförsäkringar fastighetsförmedling haninge,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
161,vasastan/birkastan,5400000,2.0,46,5 av 5,True,1904.0,2750,6800,julius sonerud,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,5.0,True,False,False,False,False
163,gamla råsunda,4325000,2.0,57,0,True,1911.0,3432,2400,sofia sundqvist,notar,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,True,False
164,västertorp,6495000,4.0,101,4 av 4,True,1958.0,6190,0,siya babaoglu,notar,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False
166,södermalm,6500000,2.0,76,5,True,1941.0,3577,0,hanna lundin,notar,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,True,False
167,södermalm maria,7600000,3.0,75,0,True,1929.0,4312,19752,caroline klasson,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,True,False,0.0,False,False,False,False,False
168,edsberg,2250000,3.0,775,1 av 2,True,1963.0,4359,5400,cherry lindström,svenska mäklarhuset sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
169,norrtälje stad,1930000,2.0,40,3 av 3,True,1929.0,1909,6120,lucas eriksson,länsförsäkringar fastighetsförmedling norrtälje,False,False,False,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False
170,jakobsberg,1600000,2.0,55,3,True,1998.0,3296,4560,andré zadeh,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
171,södermalm,4050000,1.0,43,2,True,1926.0,2509,0,eric hultman,notar,False,False,False,False,False,False,True,False,False,False,True,False,2.0,False,False,False,True,False
172,kungsholmen,4700000,2.0,43,1,True,1931.0,1701,9000,sanna rihm,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,False,False
173,liljeholmen,4000000,3.0,78,3 av 3,True,1962.0,3955,0,jessica alvå,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
174,mörbyskogen,3050000,2.0,617,1,True,1963.0,4041,10743,shervin hashemi,fastighetsbyrån danderyd,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
175,vasastan,6000000,2.0,60,7 av 8,True,1967.0,882,7200,alexander yavar,länsförsäkringar fastighetsförmedling stockholm - vasastan,False,False,False,False,False,False,False,True,False,False,False,False,7.0,False,False,False,False,False
176,vasastan,6050000,2.0,57,1 av 5,True,1887.0,2801,0,caroline klasson,bjurfors södermalm,False,False,False,False,False,False,False,True,False,False,True,False,1.0,False,False,False,False,False
177,vällingby parkstad / råcksta,2550000,4.0,85,5,True,1958.0,5736,4688,jimmy solkarin,fastighetsbyrån hässelby/vällingby/spånga,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
178,danderyd klingsta,1700000,1.0,27,2 av 2,True,1961.0,2254,0,petter lindahl,fastighetsbyrån danderyd,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
179,åkersberga centralt,1550000,1.0,37,unknown,False,1970.0,2215,4668,isabel abelin,husmanhagberg österåker,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
180,älta,4000000,3.0,79,4 av 4,True,2009.0,4541,14160,peter ramani,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,False,False,False,False
181,handen,1350000,1.0,37,2 av 3,True,1962.0,2646,3000,lovisa runsten,länsförsäkringar fastighetsförmedling haninge,False,False,False,False,False,False,False,False,False,False,True,False,2.0,False,False,False,False,False
182,kärrtorp,2650000,2.0,58,3 av 3,True,1950.0,4304,0,mikael e blomé,notar,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False
183,kungsholmen,8200000,3.0,70,2,True,1935.0,2334,10200,niklas jonasson,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False
184,sollentuna tureberg,2260000,2.0,48,4 av 7,True,2016.0,3120,0,alexander  safar,notar,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False
185,riksby,3995000,3.0,75,2 av 3,True,1942.0,4102,0,jimmie rönnbäck,mohv bromma,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
186,södermalm,3420000,2.0,365,2 av 3,True,1931.0,1784,0,nicole uddén,tradition mäkleri,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,True
187,farsta,1800000,1.0,29,13 av 14,True,1960.0,1635,4500,emma l larsén,husmanhagberg farsta,False,False,False,False,False,False,False,False,False,False,False,False,13.0,False,False,False,False,False
188,östermalm,4350000,2.0,33,3 av 6,True,1927.0,1557,5400,sofia wetterberg,widerlöv vasastan/östermalm,False,False,False,False,False,False,False,False,False,True,True,False,3.0,False,False,False,False,False
190,jordbro,1200000,2.0,61,3 av 7,True,1965.0,4150,4028,jennifer hertzman,svenska mäklarhuset haninge,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
191,skytteholm,3100000,2.0,54,1 av 8,True,1957.0,2478,3326,adam behrer,mohv solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
192,huvudsta,3950000,3.0,83,1 av 3,True,1969.0,4854,0,jonathan rappel,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False
193,östermalm,5350000,2.0,40,1 av 4,True,1885.0,2288,11229,richard petersson,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,True,False,False,1.0,False,False,False,False,False
194,bredäng,3095000,3.0,56,11 av 13,True,2023.0,3536,300,tomas andersson,mohv stockholm,False,False,False,False,False,False,False,False,False,False,False,False,11.0,False,False,False,False,False
195,riksby,4895000,4.0,84,1 av 6,True,2010.0,5322,0,lovisa ek,mohv bromma,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
196,råsunda,2590000,2.0,32,5 av 6,True,1940.0,2189,3600,john borja,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,True,False,False,False,False,False,False,5.0,False,False,True,False,False
197,östermalm / gärdet,10900000,5.0,110,3 av 9,True,2018.0,6314,11160,richard petersson,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
198,viksjö,1905000,2.0,68,6 av 6,True,1968.0,4800,1800,botan barzanji,notar,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,True,False
199,årsta,3100000,2.0,485,2 av 4,True,2022.0,3417,4500,johan nilsson,husmanhagberg enskede,False,False,False,False,False,False,False,False,True,False,False,False,2.0,False,False,False,False,False
200,södermalm,4600000,2.0,45,4,True,1933.0,3385,0,magnus jonzon,notar,False,False,False,False,False,False,True,False,False,False,False,False,4.0,False,False,False,True,False
201,finnberget,3950000,3.0,76,unknown,False,2004.0,4539,6000,ola niklasson,länsförsäkringar fastighetsförmedling nacka,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
202,ritorp,1550000,2.0,68,2,True,2003.0,4527,8000,tobias bemarre,fastighetsbyrån södertälje,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
203,högalid,9000000,3.0,80,2,True,1913.0,4251,11140,sofia ekander,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,True,False,False,False
205,johanneshov,4200000,2.0,605,3 av 6,True,2019.0,3366,7800,pascal georgsson,innerstadsspecialisten stockholm ab,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
206,nacka strand,5300000,3.0,86,2 av 7,True,1991.0,4981,9000,amir tadjerbashi,tf real estate agency ab,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
207,högalid,7000000,3.0,73,5,True,1943.0,4186,12140,malin miura,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,True,False,False,False
208,brandbergen,1170000,2.0,66,5 av 6,True,1967.0,5556,3000,lovisa runsten,länsförsäkringar fastighetsförmedling haninge,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False
209,hagsätra,2700000,4.0,95,7 av 8,True,1958.0,5286,4800,dennis sivertsson,länsförsäkringar fastighetsförmedling årsta-bandhagen,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
210,kungsholmen,3240000,1.0,44,1 av 4,True,1980.0,2297,0,david garrett,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,False,False
211,sofia,8300000,3.0,86,2,True,1967.0,4320,0,sofia ekander,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,True,False,False,False
212,högalid,3270000,1.0,33,3,True,1930.0,2093,3820,pontus sjödin,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,True,3.0,False,True,False,False,False
213,gamla huvudsta,2650000,2.0,42,1 av 3,True,1979.0,2224,0,jannis nikopoulos,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,True,False,False
214,centrala väsby,1420000,1.0,33,1 av 4,True,2018.0,2827,6156,johan bulut,bjurfors upplands väsby,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
215,gamla råsunda,3895000,2.0,62,2 av 5,True,1938.0,3858,9692,adam bäckström,svenska mäklarhuset solna,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
216,centralt,1975000,2.0,62,4 av 4,True,1993.0,3723,5100,anna johansson,länsförsäkringar fastighetsförmedling upplands väsby,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
217,södra nynäshamn,1700000,4.0,90,2 av 2,False,1985.0,6573,0,erik jonasson,strand fastighetsförmedling ab,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,False,False,False,False
218,älta,1560000,2.0,60,4 av 7,True,1971.0,3879,1800,martin carlsson,skandiamäklarna tyresö/älta,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
219,centrala tyresö,3300000,3.0,80,5 av 8,True,1963.0,4545,0,michell balok,skandiamäklarna tyresö/älta,False,False,False,False,False,False,False,False,False,False,False,True,5.0,False,False,False,False,False
220,hornsbergs strand,7650000,3.0,92,3,True,2012.0,4371,9540,johannah adler,diplomat fastighetmäkleri,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
221,hässelby / hässelby strand,2950000,4.0,112,unknown,False,1957.0,7247,0,micaela rebel,skandiamäklarna vällingby/hässelby/kista,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
222,centrum,1850000,2.0,57,3 av 3,True,1962.0,3586,11592,anders appelqvist,jägholm norrortsmäklarna,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
223,kvarnholmen,3075000,2.0,48,4 av 9,True,1931.0,2604,6600,caroline hazelius,skandiamäklarna nacka,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False
224,dalénum,4495000,2.0,63,1 av 4,True,2021.0,4420,0,helena prahl claesson,skandiamäklarna lidingö,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
